"queryHits" "subjectHits"
"1" 1 403
"2" 1 404
"3" 1 405
"4" 1 406
"5" 1 407
"6" 1 408
"7" 1 409
"8" 1 410
"9" 1 411
"10" 1 412
"11" 1 413
"12" 1 414
"13" 1 415
"14" 1 416
"15" 1 417
"16" 1 418
"17" 1 419
"18" 1 420
"19" 1 421
"20" 1 422
"21" 1 423
"22" 6 1258
"23" 6 1259
"24" 6 1260
"25" 6 1261
"26" 6 1262
"27" 6 1263
"28" 7 1258
"29" 7 1259
"30" 7 1260
"31" 7 1261
"32" 7 1262
"33" 7 1263
"34" 7 1264
"35" 7 1265
"36" 7 1266
"37" 7 1267
"38" 8 1264
"39" 8 1265
"40" 8 1266
"41" 8 1267
"42" 11 1268
"43" 11 1269
"44" 11 1270
"45" 11 1271
"46" 11 1272
"47" 11 1273
"48" 11 1274
"49" 11 1275
"50" 11 1276
"51" 12 1274
"52" 12 1275
"53" 12 1276
"54" 15 1277
"55" 15 1278
"56" 15 1279
"57" 15 1280
"58" 15 1281
"59" 15 1282
"60" 16 1277
"61" 16 1278
"62" 16 1279
"63" 16 1280
"64" 16 1281
"65" 16 1282
"66" 17 1283
"67" 17 1284
"68" 17 1285
"69" 17 1286
"70" 17 1287
"71" 17 1288
"72" 20 1289
"73" 20 1290
"74" 20 1291
"75" 20 1292
"76" 20 1293
"77" 20 1294
"78" 21 1289
"79" 21 1290
"80" 21 1291
"81" 21 1292
"82" 21 1293
"83" 21 1294
"84" 22 1289
"85" 22 1290
"86" 22 1291
"87" 22 1292
"88" 22 1293
"89" 22 1294
"90" 23 1295
"91" 23 1296
"92" 23 1297
"93" 23 1298
"94" 23 1299
"95" 23 1300
"96" 23 1301
"97" 23 1302
"98" 23 1303
"99" 23 1304
"100" 23 1305
"101" 23 1306
"102" 23 1307
"103" 24 1298
"104" 24 1299
"105" 24 1300
"106" 24 1301
"107" 24 1302
"108" 24 1303
"109" 24 1304
"110" 24 1305
"111" 24 1306
"112" 24 1307
"113" 24 1308
"114" 24 1309
"115" 24 1310
"116" 25 1301
"117" 25 1302
"118" 25 1303
"119" 25 1304
"120" 25 1305
"121" 25 1306
"122" 25 1307
"123" 25 1308
"124" 25 1309
